transaction_id;product_id;customer_id;transaction_date;online_order;order_status;brand;product_line;product_class;product_size;list_price in $;standard_cost in $;product_first_sold_date
12485;85;2805;2017/01/01;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1228,07;400,91;2000/05/22
12544;36;3062;2017/01/01;FALSE;Approved;Solex;Standard;Low;Medium;945,04;507,58;1995/12/19
12782;71;1762;2017/01/01;FALSE;Approved;Solex;Standard;High;Large;1842,92;1105,75;2011/01/10
13368;18;1658;2017/01/01;TRUE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;2009/03/08
13609;40;3073;2017/01/01;FALSE;Approved;OHM Cycles;Standard;High;Medium;1458,17;874,9;2006/02/02
13934;94;824;2017/01/01;FALSE;Approved;Giant Bicycles;Standard;Medium;Large;1635,3;993,66;2004/01/16
14762;35;3335;2017/01/01;N\A;Approved;Trek Bicycles;Standard;Low;Medium;1057,51;154,4;1994/07/12
15138;3;1022;2017/01/01;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;1999/07/26
15205;87;123;2017/01/01;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;1636,9;44,71;2010/08/20
15565;46;2543;2017/01/01;TRUE;Approved;Solex;Standard;Low;Medium;1289,85;74,51;2007/12/11
15852;48;3455;2017/01/01;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1762,96;950,52;1997/10/04
16398;43;2160;2017/01/01;TRUE;Approved;Solex;Standard;Medium;Medium;1151,96;649,49;2012/04/10
16575;19;1745;2017/01/01;FALSE;Approved;OHM Cycles;Road;High;Large;12,01;7,21;1993/05/26
16920;18;113;2017/01/01;FALSE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;2013/03/12
17839;57;642;2017/01/01;FALSE;Approved;WeareA2B;Touring;Medium;Large;1890,39;260,14;1991/01/21
17907;63;1852;2017/01/01;TRUE;Cancelled;Solex;Standard;Medium;Medium;1483,2;99,59;1998/12/17
18436;0;2011;2017/01/01;TRUE;Approved;Trek Bicycles;Road;Medium;Medium;290,62;215,14;2015/08/02
19131;0;1707;2017/01/01;FALSE;Approved;Trek Bicycles;Road;Medium;Medium;290,62;215,14;2004/12/18
19158;32;671;2017/01/01;FALSE;Approved;Giant Bicycles;Standard;Medium;Medium;642,7;211,37;2002/03/22
19378;61;3321;2017/01/01;FALSE;Approved;Norco Bicycles;Standard;Medium;Small;586,45;521,94;1998/12/16
19543;74;2804;2017/01/01;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1228,07;400,91;2003/09/09
338;32;1881;2017/01/02;TRUE;Approved;Giant Bicycles;Standard;Medium;Medium;642,7;211,37;2003/03/18
514;57;1679;2017/01/02;TRUE;Approved;WeareA2B;Touring;Medium;Large;1890,39;260,14;2012/05/18
991;89;2957;2017/01/02;TRUE;Approved;WeareA2B;Touring;Medium;Large;1362,99;57,74;1993/04/20
1920;51;1399;2017/01/02;FALSE;Approved;OHM Cycles;Standard;High;Medium;2005,66;1203,4;2012/04/10
1998;19;214;2017/01/02;TRUE;Approved;OHM Cycles;Road;High;Large;12,01;7,21;2009/03/08
2592;30;2046;2017/01/02;TRUE;Approved;Solex;Standard;High;Medium;748,17;448,9;2015/04/11
3256;6;1239;2017/01/02;TRUE;Approved;OHM Cycles;Standard;High;Medium;227,88;136,73;2014/03/03
4246;28;1844;2017/01/02;TRUE;Approved;Norco Bicycles;Standard;Medium;Small;1216,14;1082,36;1991/08/05
4276;90;2251;2017/01/02;FALSE;Approved;Solex;Standard;Low;Medium;945,04;507,58;1995/12/19
4375;7;232;2017/01/02;FALSE;Approved;Trek Bicycles;Road;Low;Medium;980,37;234,43;2004/09/28
4461;26;2652;2017/01/02;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1992,93;762,63;2006/11/10
4466;18;1175;2017/01/02;TRUE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;2004/12/18
5168;36;580;2017/01/02;TRUE;Approved;Solex;Standard;Low;Medium;945,04;507,58;2006/02/02
5251;63;665;2017/01/02;FALSE;Approved;Solex;Standard;Medium;Medium;1483,2;99,59;1998/12/17
5349;2;711;2017/01/02;TRUE;Approved;Solex;Standard;Medium;Medium;71,49;53,62;2012/12/02
5622;11;2153;2017/01/02;FALSE;Approved;Giant Bicycles;Standard;High;Medium;1274,93;764,96;2007/08/04
5685;94;1828;2017/01/02;FALSE;Approved;Giant Bicycles;Standard;Medium;Large;1635,3;993,66;2013/06/09
7129;38;999;2017/01/02;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2003/07/21
7456;24;2446;2017/01/02;TRUE;Approved;Solex;Road;Medium;Large;1777,8;820,78;2011/05/07
8209;52;340;2017/01/02;FALSE;Approved;OHM Cycles;Road;Medium;Medium;1280,28;829,51;1997/02/09
8339;83;3381;2017/01/02;FALSE;Approved;Solex;Touring;Medium;Large;2083,94;675,03;2013/09/16
8508;90;1697;2017/01/02;TRUE;Approved;Norco Bicycles;Standard;Low;Medium;363,01;290,41;1999/07/26
9037;49;892;2017/01/02;FALSE;Approved;Trek Bicycles;Road;Medium;Medium;533,51;400,13;2012/06/04
9061;94;2796;2017/01/02;TRUE;Approved;Giant Bicycles;Standard;Medium;Large;1635,3;993,66;2013/06/09
9552;23;281;2017/01/02;TRUE;Approved;Norco Bicycles;Standard;Medium;Medium;1198,46;381,1;1993/04/20
10000;1;97;2017/01/02;FALSE;Approved;Giant Bicycles;Standard;Medium;Medium;1403,5;954,82;1991/11/07
10531;35;1721;2017/01/02;TRUE;Approved;Giant Bicycles;Standard;Medium;Medium;1403,5;954,82;2016/11/14
11281;44;2873;2017/01/02;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1769,64;108,76;2011/05/09
11481;89;432;2017/01/02;TRUE;Approved;WeareA2B;Touring;Medium;Large;1362,99;57,74;2013/06/09
12711;40;788;2017/01/02;N\A;Approved;OHM Cycles;Standard;High;Medium;1458,17;874,9;2006/02/02
13322;66;1968;2017/01/02;TRUE;Approved;Giant Bicycles;Road;Low;Small;590,26;525,33;2010/11/05
14097;3;2649;2017/01/02;FALSE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;1991/11/07
14137;3;1285;2017/01/02;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2012/09/15
14140;54;555;2017/01/02;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1292,84;13,44;2009/04/12
14469;52;2751;2017/01/02;TRUE;Approved;Solex;Road;Medium;Large;1777,8;820,78;2016/11/22
14489;3;1266;2017/01/02;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2004/07/25
14675;72;2202;2017/01/02;FALSE;Approved;Norco Bicycles;Standard;Medium;Medium;360,4;270,3;2016/12/06
15271;15;261;2017/01/02;FALSE;Approved;Norco Bicycles;Standard;Low;Medium;958,74;748,9;2005/12/07
16623;93;786;2017/01/02;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1065,03;230,09;2000/11/03
16878;86;1215;2017/01/02;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;235,63;125,07;2004/08/07
17240;54;444;2017/01/02;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1292,84;13,44;2011/08/24
17258;49;512;2017/01/02;FALSE;Approved;Trek Bicycles;Road;Medium;Medium;533,51;400,13;2012/06/04
19160;3;2292;2017/01/02;FALSE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2014/03/03
19196;12;2468;2017/01/02;TRUE;Approved;Giant Bicycles;Standard;Medium;Large;1765,3;709,48;2004/07/25
19472;100;1742;2017/01/02;TRUE;Approved;Trek Bicycles;Standard;Medium;Small;1386,84;1234,29;2003/08/05
19977;44;1102;2017/01/02;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1769,64;108,76;2006/02/02
71;54;419;2017/01/03;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1292,84;13,44;2009/04/12
125;22;3382;2017/01/03;TRUE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;2013/03/12
598;15;1665;2017/01/03;TRUE;Approved;Norco Bicycles;Standard;Low;Medium;958,74;748,9;2005/12/07
825;30;513;2017/01/03;TRUE;Approved;Solex;Standard;High;Medium;748,17;448,9;1991/11/10
839;54;1779;2017/01/03;FALSE;Approved;WeareA2B;Standard;Medium;Medium;1292,84;13,44;2015/08/10
864;95;565;2017/01/03;FALSE;Approved;Giant Bicycles;Standard;Medium;Large;569,56;528,43;2003/09/10
998;11;1041;2017/01/03;FALSE;Approved;Giant Bicycles;Standard;High;Medium;1274,93;764,96;2007/08/04
1153;79;1114;2017/01/03;FALSE;Approved;Norco Bicycles;Standard;Medium;Medium;1555,58;818,01;2003/09/09
1155;16;127;2017/01/03;TRUE;Approved;Norco Bicycles;Standard;High;Small;1661,92;1479,11;1994/09/09
1449;1;173;2017/01/03;TRUE;Approved;Giant Bicycles;Standard;Medium;Medium;1403,5;954,82;1997/08/25
2818;20;3414;2017/01/03;TRUE;Approved;Trek Bicycles;Standard;Medium;Small;1775,81;1580,47;1993/07/15
3589;85;2586;2017/01/03;TRUE;Approved;WeareA2B;Standard;Medium;Medium;752,64;205,36;1997/08/25
3596;76;1710;2017/01/03;TRUE;Approved;WeareA2B;Road;Low;Small;1172,78;1043,77;2002/10/10
4083;9;456;2017/01/03;TRUE;Approved;OHM Cycles;Road;Medium;Medium;742,54;667,4;2014/03/03
4522;60;2690;2017/01/03;FALSE;Approved;Giant Bicycles;Standard;High;Small;1977,36;1759,85;2012/05/18
4859;11;608;2017/01/03;FALSE;Approved;Trek Bicycles;Standard;Medium;Small;1775,81;1580,47;1999/06/23
5738;64;3483;2017/01/03;TRUE;Approved;Giant Bicycles;Standard;High;Small;1977,36;1759,85;1998/12/17
6032;22;1777;2017/01/03;FALSE;Approved;WeareA2B;Standard;Medium;Medium;60,34;45,26;1993/07/15
6375;45;867;2017/01/03;TRUE;Approved;Solex;Standard;Medium;Medium;441,49;84,99;1993/04/12
6406;4;1056;2017/01/03;TRUE;Approved;Giant Bicycles;Standard;High;Medium;1129,13;677,48;2005/08/09
6626;75;3090;2017/01/03;FALSE;Approved;Giant Bicycles;Touring;Medium;Large;1873,97;863,95;2006/05/22
6800;0;1427;2017/01/03;FALSE;Approved;Norco Bicycles;Standard;Medium;Medium;360,4;270,3;2016/12/06
7213;33;307;2017/01/03;FALSE;Approved;Giant Bicycles;Standard;Medium;Small;1311,44;1167,18;1992/10/11
8147;90;2481;2017/01/03;FALSE;Approved;Norco Bicycles;Standard;Low;Medium;363,01;290,41;2016/03/29
8419;20;1192;2017/01/03;TRUE;Approved;Trek Bicycles;Standard;Medium;Small;1775,81;1580,47;2010/05/05
8469;43;2683;2017/01/03;FALSE;Approved;Solex;Standard;Medium;Medium;1151,96;649,49;2006/10/01
8877;19;495;2017/01/03;TRUE;Approved;OHM Cycles;Road;High;Large;12,01;7,21;2010/05/05
9132;15;2150;2017/01/03;TRUE;Approved;Norco Bicycles;Standard;Low;Medium;958,74;748,9;2010/05/05
9747;94;2825;2017/01/03;TRUE;Approved;Giant Bicycles;Standard;Medium;Large;1635,3;993,66;1994/08/10
10739;5;720;2017/01/03;TRUE;Approved;Trek Bicycles;Mountain;Low;Medium;574,64;459,71;2004/08/07
11411;0;539;2017/01/03;FALSE;Approved;OHM Cycles;Road;High;Large;12,01;7,21;2009/03/08
11437;21;3435;2017/01/03;TRUE;Approved;Solex;Standard;Medium;Large;1071,23;380,74;1996/04/05
11812;38;2862;2017/01/03;FALSE;Approved;Solex;Standard;Medium;Medium;1577,53;826,51;2011/03/16
12236;15;2391;2017/01/03;FALSE;Approved;Norco Bicycles;Standard;Low;Medium;958,74;748,9;2005/12/07
12408;30;3237;2017/01/03;FALSE;Approved;Solex;Standard;High;Medium;748,17;448,9;2015/04/11
12427;33;2983;2017/01/03;TRUE;Approved;Giant Bicycles;Standard;Medium;Small;1311,44;1167,18;2012/04/10
12639;0;2266;2017/01/03;TRUE;Approved;Solex;Standard;Medium;Medium;441,49;84,99;1993/04/12
12736;9;1936;2017/01/03;TRUE;Approved;OHM Cycles;Road;Medium;Medium;742,54;667,4;2004/08/17
13310;94;2824;2017/01/03;TRUE;Approved;Giant Bicycles;Standard;Medium;Large;1635,3;993,66;2013/06/09
13865;53;2217;2017/01/03;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;795,34;101,58;1997/02/09
14280;83;3205;2017/01/03;TRUE;Approved;Solex;Touring;Medium;Large;2083,94;675,03;2013/09/16
14320;66;139;2017/01/03;TRUE;Approved;Giant Bicycles;Road;Low;Small;590,26;525,33;2010/11/05
15096;32;894;2017/01/03;FALSE;Approved;Giant Bicycles;Standard;High;Medium;1179;707,4;1993/04/20
15185;58;1534;2017/01/03;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;912,52;141,4;2015/10/18
15502;13;239;2017/01/03;TRUE;Approved;Solex;Standard;Medium;Medium;1163,89;589,27;2016/07/09
15602;0;2027;2017/01/03;FALSE;Approved;Norco Bicycles;Standard;Medium;Medium;360,4;270,3;2016/12/06
16184;81;2861;2017/01/03;TRUE;Approved;Norco Bicycles;Standard;Medium;Small;586,45;521,94;2015/08/02
16243;89;2653;2017/01/03;TRUE;Approved;WeareA2B;Touring;Medium;Large;1362,99;57,74;1993/04/20
16852;5;2338;2017/01/03;TRUE;Approved;Trek Bicycles;Mountain;Low;Medium;574,64;459,71;2011/08/29
17469;0;5034;2017/01/03;FALSE;Approved;OHM Cycles;Road;Medium;Medium;742,54;667,4000244;1992/10/02
17817;71;207;2017/01/03;FALSE;Approved;Solex;Standard;High;Large;1842,92;1105,75;1995/10/24
17983;10;1793;2017/01/03;TRUE;Approved;WeareA2B;Touring;Medium;Medium;1466,68;363,25;2003/08/05
18053;53;2087;2017/01/03;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;795,34;101,58;1991/01/21
18691;1;919;2017/01/03;TRUE;Approved;Giant Bicycles;Standard;Medium;Medium;1403,5;954,82;2012/09/15
18983;21;743;2017/01/03;N\A;Approved;Solex;Standard;Medium;Large;1071,23;380,74;1993/10/02
19723;60;1841;2017/01/03;TRUE;Approved;Giant Bicycles;Standard;High;Small;1977,36;1759,85;2011/08/24
305;77;2819;2017/01/04;FALSE;Approved;Norco Bicycles;Road;Medium;Large;1240,31;795,1;2011/01/10
390;79;3015;2017/01/04;FALSE;Approved;Norco Bicycles;Standard;Medium;Medium;1555,58;818,01;2007/08/04
722;27;633;2017/01/04;FALSE;Approved;Trek Bicycles;Standard;Low;Medium;1057,51;154,4;2010/06/07
896;53;43;2017/01/04;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;795,34;101,58;1997/02/09
1373;72;566;2017/01/04;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;912,52;141,4;1993/06/23
1586;18;133;2017/01/04;TRUE;Approved;Solex;Standard;Medium;Medium;575,27;431,45;1993/10/02
2523;82;3195;2017/01/04;TRUE;Approved;Norco Bicycles;Standard;High;Medium;1148,64;689,18;2015/08/10
2605;58;1473;2017/01/04;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;912,52;141,4;2012/05/18
2654;38;1833;2017/01/04;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2011/04/16
3197;96;113;2017/01/04;FALSE;Cancelled;WeareA2B;Road;Low;Small;1172,78;1043,77;2002/10/10
4093;39;579;2017/01/04;TRUE;Approved;Giant Bicycles;Standard;Medium;Large;1812,75;582,48;2010/06/07
4113;3;875;2017/01/04;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2013/09/16
4250;66;590;2017/01/04;FALSE;Approved;Giant Bicycles;Road;Low;Small;590,26;525,33;2005/10/22
4394;32;113;2017/01/04;TRUE;Approved;Giant Bicycles;Standard;Medium;Medium;642,7;211,37;2002/03/22
4504;1;1091;2017/01/04;TRUE;Approved;Giant Bicycles;Standard;Medium;Medium;1403,5;954,82;2016/11/14
5385;0;1796;2017/01/04;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;235,63;125,07;1993/04/20
5655;0;1892;2017/01/04;TRUE;Approved;OHM Cycles;Road;High;Large;12,01;7,21;1993/05/26
6286;74;2146;2017/01/04;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1228,07;400,91;2000/05/22
6989;80;1822;2017/01/04;FALSE;Approved;OHM Cycles;Touring;Low;Medium;1073,07;933,84;1997/01/25
7168;38;330;2017/01/04;FALSE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2014/07/28
7464;41;2131;2017/01/04;FALSE;Approved;Solex;Road;Medium;Medium;416,98;312,74;2014/07/28
8677;6;911;2017/01/04;TRUE;Approved;OHM Cycles;Standard;High;Medium;227,88;136,73;2003/02/07
9304;95;258;2017/01/04;FALSE;Approved;OHM Cycles;Touring;Low;Medium;1073,07;933,84;1997/01/25
9531;51;380;2017/01/04;FALSE;Approved;OHM Cycles;Standard;High;Medium;2005,66;1203,4;2012/04/10
9835;86;1879;2017/01/04;FALSE;Approved;Norco Bicycles;Road;High;Large;774,53;464,72;2003/03/18
9852;15;879;2017/01/04;TRUE;Approved;Norco Bicycles;Standard;Low;Medium;958,74;748,9;2005/12/07
10125;68;2497;2017/01/04;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;1636,9;44,71;2010/08/20
10446;3;1123;2017/01/04;FALSE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2012/09/15
10466;85;2520;2017/01/04;FALSE;Approved;WeareA2B;Standard;Medium;Medium;752,64;205,36;1997/08/25
10676;53;29;2017/01/04;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;795,34;101,58;1997/02/09
10706;69;2432;2017/01/04;TRUE;Approved;Giant Bicycles;Road;Medium;Medium;792,9;594,68;2014/10/10
10774;37;651;2017/01/04;TRUE;Approved;OHM Cycles;Standard;Low;Medium;1793,43;248,82;1999/07/20
10792;89;8;2017/01/04;TRUE;Approved;WeareA2B;Touring;Medium;Large;1362,99;57,74;2016/07/09
11804;48;201;2017/01/04;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1762,96;950,52;2012/06/04
12617;44;3024;2017/01/04;N\A;Approved;WeareA2B;Standard;Medium;Medium;1769,64;108,76;2011/05/09
12653;74;2057;2017/01/04;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1228,07;400,91;2015/08/10
12781;98;1429;2017/01/04;TRUE;Approved;Trek Bicycles;Standard;High;Medium;358,39;215,03;1994/08/10
13038;12;1823;2017/01/04;FALSE;Approved;Giant Bicycles;Standard;Medium;Large;1765,3;709,48;2004/07/25
14224;69;1351;2017/01/04;TRUE;Approved;Norco Bicycles;Road;Medium;Large;1240,31;795,1;2011/01/10
14694;80;1594;2017/01/04;TRUE;Approved;OHM Cycles;Touring;Low;Medium;1073,07;933,84;2015/08/02
14875;59;2548;2017/01/04;FALSE;Approved;Solex;Standard;Medium;Large;1061,56;733,58;1993/07/20
14995;82;2712;2017/01/04;FALSE;Approved;Giant Bicycles;Road;Medium;Medium;1538,99;829,65;2002/03/22
15646;33;2837;2017/01/04;FALSE;Approved;Giant Bicycles;Standard;Medium;Small;1311,44;1167,18;1992/10/11
15826;11;3426;2017/01/04;TRUE;Approved;Giant Bicycles;Standard;High;Medium;1274,93;764,96;2007/08/04
16295;59;2335;2017/01/04;FALSE;Approved;Solex;Standard;Medium;Large;1061,56;733,58;1993/07/20
16618;73;3249;2017/01/04;FALSE;Approved;Solex;Standard;Medium;Medium;1945,43;333,18;2012/06/04
16641;58;3176;2017/01/04;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;912,52;141,4;2015/10/18
16660;63;307;2017/01/04;FALSE;Approved;Solex;Standard;Medium;Medium;1483,2;99,59;1998/12/17
18066;1;489;2017/01/04;FALSE;Approved;Giant Bicycles;Standard;Medium;Medium;1403,5;954,82;2016/11/14
18192;59;513;2017/01/04;TRUE;Approved;Solex;Standard;Medium;Large;1061,56;733,58;1993/07/20
18215;28;424;2017/01/04;TRUE;Approved;Solex;Road;Medium;Small;1703,52;1516,13;2011/04/16
18284;49;1154;2017/01/04;FALSE;Approved;Trek Bicycles;Road;Medium;Medium;533,51;400,13;2009/04/12
18484;17;1848;2017/01/04;FALSE;Approved;Solex;Standard;High;Medium;1024,66;614,8;2010/11/05
18775;3;2613;2017/01/04;FALSE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;1991/11/07
19522;4;192;2017/01/04;FALSE;Approved;Giant Bicycles;Standard;High;Medium;1129,13;677,48;2005/08/09
19540;34;155;2017/01/04;FALSE;Approved;Norco Bicycles;Road;High;Large;774,53;464,72;2003/03/18
19757;15;924;2017/01/04;TRUE;Approved;Norco Bicycles;Standard;Low;Medium;958,74;748,9;2005/12/07
12;61;2783;2017/01/05;TRUE;Approved;OHM Cycles;Standard;Low;Medium;71,16;56,93;2015/06/17
702;54;2368;2017/01/05;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1292,84;13,44;2009/04/12
706;54;1329;2017/01/05;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1292,84;13,44;2009/04/12
1175;83;641;2017/01/05;FALSE;Approved;Solex;Touring;Medium;Large;2083,94;675,03;2013/09/16
1386;76;564;2017/01/05;TRUE;Approved;WeareA2B;Road;Low;Small;1172,78;1043,77;2002/10/10
1608;88;1884;2017/01/05;FALSE;Approved;Norco Bicycles;Standard;Medium;Medium;1198,46;381,1;2005/05/10
2141;79;516;2017/01/05;TRUE;Approved;Norco Bicycles;Standard;Medium;Medium;1555,58;818,01;2003/09/09
2506;35;1126;2017/01/05;TRUE;Approved;Trek Bicycles;Standard;Low;Medium;1057,51;154,4;1994/07/12
2671;53;3365;2017/01/05;FALSE;Approved;OHM Cycles;Standard;Medium;Medium;795,34;101,58;1997/02/09
2801;81;3417;2017/01/05;TRUE;Approved;Norco Bicycles;Standard;Medium;Small;586,45;521,94;1991/07/10
2812;2;1824;2017/01/05;FALSE;Approved;Solex;Standard;Medium;Medium;71,49;53,62;2011/08/29
2825;93;3060;2017/01/05;TRUE;Approved;WeareA2B;Standard;Medium;Medium;1065,03;230,09;1994/08/10
3259;88;3375;2017/01/05;TRUE;Approved;Norco Bicycles;Standard;High;Small;1661,92;1479,11;1996/11/09
3272;5;944;2017/01/05;FALSE;Approved;Trek Bicycles;Mountain;Low;Medium;574,64;459,71;2011/08/29
3605;62;256;2017/01/05;FALSE;Approved;Solex;Standard;High;Medium;1024,66;614,8;2016/02/04
3710;51;2069;2017/01/05;FALSE;Approved;OHM Cycles;Standard;High;Medium;2005,66;1203,4;2012/04/10
3870;85;1368;2017/01/05;TRUE;Approved;WeareA2B;Standard;Medium;Medium;752,64;205,36;2015/08/02
4032;64;1584;2017/01/05;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;1469,44;596,55;2012/05/18
4215;77;2076;2017/01/05;FALSE;Approved;Norco Bicycles;Road;Medium;Large;1240,31;795,1;2016/03/29
4472;3;2992;2017/01/05;TRUE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2007/08/04
4506;38;2133;2017/01/05;FALSE;Approved;Trek Bicycles;Standard;Medium;Large;2091,47;388,92;2011/08/24
5606;53;2052;2017/01/05;TRUE;Approved;OHM Cycles;Standard;Medium;Medium;795,34;101,58;2015/10/18
6238;92;1431;2017/01/05;TRUE;Approved;WeareA2B;Standard;Medium;Small;1415,01;1259,36;2002/10/10
6571;25;1049;2017/01/05;TRUE;Approved;Giant Bicycles;Road;Medium;Medium;1538,99;829,65;2016/02/04
6621;37;80;2017/01/05;TRUE;Approved;OHM Cycles;Standard;Low;Medium;1793,43;248,82;1999/07/20
